flow,label,vintage,fetched_utc,seconds,url,path,bytes,sha256,n_rows
cwb,How's Life? Current well-being,2026-09-14,2026-09-14T17:59:52Z,4.8,"https://sdmx.oecd.org/public/rest/data/OECD.WISE.WDP,DSD_HSL@DF_HSL_CWB,1.1/all?dimensionAtObservation=AllDimensions&format=csvfilewithlabels",data/raw/hsl_cwb_2026-09-14.csv,31668208,33b494c2e5a892f3c1bb2c762fc1306ef604008485e7df4fde3a82db1aeb901d,111266
cwb,How's Life? Current well-being,2026-09-14,2026-09-14T18:01:39Z,3.7,"https://sdmx.oecd.org/public/rest/data/OECD.WISE.WDP,DSD_HSL@DF_HSL_CWB,1.1/all?dimensionAtObservation=AllDimensions&format=csvfilewithlabels",data/raw/hsl_cwb_2026-09-14.csv,31668208,33b494c2e5a892f3c1bb2c762fc1306ef604008485e7df4fde3a82db1aeb901d,111266
cwb,How's Life? Current well-being,2026-09-14,2026-09-14T20:03:15Z,1,"https://sdmx.oecd.org/public/rest/data/OECD.WISE.WDP,DSD_HSL@DF_HSL_CWB,1.1/all?dimensionAtObservation=AllDimensions&format=csvfilewithlabels",data/raw/hsl_cwb_2026-09-14.csv,31668208,33b494c2e5a892f3c1bb2c762fc1306ef604008485e7df4fde3a82db1aeb901d,111266
cwb,How's Life? Current well-being,2026-09-14,2026-09-14T20:40:19Z,7.1,"https://sdmx.oecd.org/public/rest/data/OECD.WISE.WDP,DSD_HSL@DF_HSL_CWB,1.1/all?dimensionAtObservation=AllDimensions&format=csvfilewithlabels",data/raw/hsl_cwb_2026-09-14.csv,31668208,33b494c2e5a892f3c1bb2c762fc1306ef604008485e7df4fde3a82db1aeb901d,111266
